Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Ward,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index
2022-01-28,koramangala,Sarjapur Road,61743,20.0,1.5,100.0,100.0,4,173.486,78.7764890579227,63.44528556254721,90.71933896343808,93,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-01-29,whitefield,ITPL Main Road,17369,56.0407060928205,1.207844670321203,67.82719284263905,83.19717313712854,1,84.738,19.310685923513013,66.34947053497238,97.46365531228084,96,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-01-29,koramangala,Sony World Junction,41459,37.63546740578169,1.5,100.0,100.0,1,132.918,61.95899745766008,61.00796379284279,67.74159277715813,109,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-01-29,koramangala,Sarjapur Road,47061,49.66540859278603,1.5,100.0,100.0,1,144.122,51.95095009044721,80.5483142086122,64.40922629797647,93,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-01-30,whitefield,Marathahalli Bridge,7796,63.06516210662009,1.3396392079834705,23.65460948783185,35.66278588507713,1,65.592,23.243705467324844,88.81535994345782,75.55568192447502,204,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-01-30,koramangala,Sony World Junction,64872,45.57368305378225,1.5,100.0,100.0,1,179.744,38.544462408431386,95.45521447840568,52.35983508486895,104,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-01-30,koramangala,Sarjapur Road,41932,31.970386231256988,1.5,100.0,100.0,2,133.864,34.086413249460946,80.82175349219433,72.03324417121468,114,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-01-31,whitefield,Marathahalli Bridge,14771,37.90211007766465,1.1199590371978143,52.09256807679285,74.8644548453772,1,79.542,67.67983563159848,68.16350644623041,73.4520373759077,214,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-01-31,whitefield,ITPL Main Road,22903,43.48700779767478,1.2439251046192468,71.1594096547968,100.0,0,95.806,20.301427576646173,71.91908941983375,54.48797502800786,116,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-01-31,koramangala,Sony World Junction,62650,26.92860017020664,1.5,100.0,100.0,2,175.3,21.63605534361611,96.65956604462056,66.39190994250171,96,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-01,whitefield,Marathahalli Bridge,16695,45.86697699414397,1.2910524550798754,64.10207514187915,86.09712058314176,0,83.39,23.44163583954412,86.66742607570052,81.16897829799535,103,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-01,koramangala,Sony World Junction,67693,27.253850299814182,1.5,100.0,100.0,4,185.386,32.95187958127809,89.48529655826556,51.83564717415333,99,Overcast,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-01,koramangala,Sarjapur Road,42409,34.68796511060916,1.5,100.0,100.0,2,134.81799999999998,40.04046443708253,62.99583368007935,55.30801767737336,111,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-02,koramangala,Sarjapur Road,64219,33.13114169619349,1.5,100.0,100.0,1,178.438,62.93345638747464,75.75020566261627,80.41056883832233,98,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-03,whitefield,Marathahalli Bridge,28961,27.788154431485445,1.5,96.6267251477634,100.0,0,107.922,55.380826910916106,80.44375285889592,72.27589072465805,113,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-03,koramangala,Sarjapur Road,12738,35.97809559527834,1.3468240729515788,37.339906047049446,68.35734227535109,1,75.476,34.36363688341243,95.8222296349554,98.33111104480535,198,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-04,whitefield,Marathahalli Bridge,22498,49.385017695657375,1.0417252349407529,67.90364298908052,100.0,0,94.996,42.70826972052518,64.26847276409417,82.4778003378481,113,Rain,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-04,whitefield,ITPL Main Road,7392,40.95638007309977,1.1040192161009736,22.34116111437924,41.38982784071136,1,64.784,59.72460504986326,64.50012522106528,86.79602031869744,190,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-04,koramangala,Sony World Junction,32160,44.42788514140076,1.5,100.0,100.0,1,114.32,67.52875259270317,85.85239734629525,82.36710671865455,87,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-04,koramangala,Sarjapur Road,16081,40.436135386625246,1.2805996405860665,52.79020644521247,75.9560153515883,0,82.162,42.83174578025184,97.14222131576544,82.05430517910797,94,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-05,whitefield,ITPL Main Road,33173,27.572251554712903,1.5,100.0,100.0,4,116.346,23.18117674419745,72.14940184900398,54.65087046313375,88,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-05,koramangala,Sony World Junction,27712,40.416456878505926,1.5,84.32553409551316,100.0,4,105.424,57.39869844377947,87.30684609851038,81.43670075299966,93,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-05,koramangala,Sarjapur Road,64361,46.99875483780683,1.5,100.0,100.0,2,178.722,17.492039394772668,91.22797216686514,95.50980620723482,96,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-06,koramangala,Sony World Junction,32192,39.25321308330111,1.5,100.0,100.0,3,114.384,24.297952755547747,85.07210520259376,67.93712552714443,100,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-06,koramangala,Sarjapur Road,44299,61.38175256620599,1.5,100.0,100.0,2,138.598,76.65848101733606,81.32221160378845,81.57721893380801,101,Clear,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-07,whitefield,Marathahalli Bridge,8584,41.29774408133645,1.0515610340293997,33.01326938588226,38.93165619613104,1,67.168,65.22397740761069,69.34761795301455,81.960091469498,188,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-07,koramangala,Sony World Junction,27633,32.472367449038146,1.5,96.1169577773314,100.0,0,105.266,45.42978968862511,92.58500224103668,96.80815207754983,100,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-08,whitefield,Marathahalli Bridge,14625,31.494440356570166,1.1018655063559848,48.52901852876904,72.19907881354685,1,79.25,19.95269634711461,62.1130357563441,81.29205974911879,200,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-08,whitefield,ITPL Main Road,13319,49.32216690759254,1.0465326908533046,53.79900439503531,61.81481814809623,2,76.638,19.49386312051194,65.82514586821694,84.87158086185963,206,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-08,koramangala,Sony World Junction,29150,39.99966692259849,1.5,88.6171130057563,100.0,3,108.3,76.34995970775626,70.34229054560984,66.86062452031429,97,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-08,koramangala,Sarjapur Road,31341,41.037905202778944,1.5,97.53825764778176,100.0,1,112.682,65.89174535358333,88.28913313341693,59.51908931485174,96,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-09,whitefield,Marathahalli Bridge,30103,36.892033034742354,1.5,99.65784488668328,100.0,2,110.206,34.97393432444758,66.57081797823712,75.18597172949782,111,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-09,koramangala,Sony World Junction,15731,50.38434957216453,1.387145826380542,60.23339454843288,79.66034768206416,0,81.462,11.94887358838104,69.86625787379111,72.98073758664631,104,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-09,koramangala,Sarjapur Road,16508,39.79561014607889,1.2773603413716177,64.83952141011025,80.31891125987757,0,83.01599999999999,33.06712896417977,77.62412456236699,92.8475064934694,105,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-10,whitefield,Marathahalli Bridge,17493,48.2557781678707,1.1839767805175851,60.4494623254853,84.34999852795562,2,84.98599999999999,44.63781661203824,63.44464442025495,77.95683282314842,100,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-10,koramangala,Sony World Junction,15794,54.73622249427847,1.146514554482609,43.70538537804303,81.51932539785051,1,81.588,32.64672296159265,67.35251557927259,78.84680616724198,88,Rain,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-10,koramangala,Sarjapur Road,44625,35.15697795957758,1.5,100.0,100.0,0,139.25,59.47625173473536,96.8015265643621,63.53418021508656,96,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-11,whitefield,Marathahalli Bridge,36452,24.068924393998785,1.5,100.0,100.0,2,122.904,65.30919616082758,68.71123207070275,83.8518907441005,110,Fog,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-11,whitefield,ITPL Main Road,34393,20.0,1.5,100.0,100.0,2,118.786,75.09452342019654,81.80333651439561,83.0733102661826,115,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-12,whitefield,Marathahalli Bridge,25826,29.42869427427769,1.5,80.03151999000701,100.0,3,101.652,45.80679485666451,96.74086121772484,95.20568302397524,88,Rain,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-12,koramangala,Sarjapur Road,29289,22.00362330137584,1.5,96.60702731304004,100.0,0,108.578,25.87310321803612,97.25961547675703,95.42050536342848,109,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-13,whitefield,Marathahalli Bridge,14663,37.18727500305606,1.3223623370133764,44.470143797595526,70.23021322050148,0,79.326,70.59515254609124,69.6539881535,53.926812139639935,194,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-13,koramangala,Sarjapur Road,41833,31.46314240432994,1.5,100.0,100.0,3,133.666,28.547694308881013,77.94530366470937,76.88460642954857,105,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-14,whitefield,ITPL Main Road,22537,30.637461350718823,1.312033609493986,80.54782963914141,100.0,3,95.074,52.35498774064206,82.39562127383141,74.3202517768089,100,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-14,koramangala,Sony World Junction,42146,31.58178179753865,1.5,100.0,100.0,2,134.292,38.46455688194793,75.32657874236503,89.73314461989446,99,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-14,koramangala,Sarjapur Road,50133,40.23960512076735,1.5,100.0,100.0,2,150.26600000000002,31.1593690347514,95.80340691065258,98.6026737311744,112,Overcast,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-15,whitefield,Marathahalli Bridge,16914,65.98221474546747,1.3776165113123708,54.305545249834005,86.50863342328395,0,83.828,45.880335114694816,70.7109725841647,72.74753884209998,99,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-15,whitefield,ITPL Main Road,20230,46.68513402333429,1.304185842510427,77.13191550216317,100.0,2,90.46,41.76925946648381,81.62443977298916,92.4800087491229,99,Clear,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-15,koramangala,Sony World Junction,64412,49.419424019526005,1.5,100.0,100.0,0,178.824,15.508837263677933,81.09243582569573,70.13927670232475,103,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-16,koramangala,Sony World Junction,31288,35.819888138247194,1.5,100.0,100.0,4,112.576,17.900070129893358,84.37871053466488,91.02882196669248,93,Fog,Yes,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-16,koramangala,Sarjapur Road,50020,39.41746736377557,1.5,100.0,100.0,3,150.04000000000002,15.925412750924028,64.77086688158974,61.229119132695054,100,Fog,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-17,whitefield,ITPL Main Road,15317,50.34543613456191,1.2371938991021976,59.776550246702215,78.36622501536647,0,80.634,58.26739462337906,73.7591854526548,63.862920817459305,104,Clear,Yes,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-17,koramangala,Sony World Junction,48663,36.33958380580236,1.5,100.0,100.0,1,147.326,15.066347523588574,98.1652656628429,61.16277005346805,117,Windy,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-18,whitefield,ITPL Main Road,20583,63.67462004161351,1.2615111691824623,66.35100023869774,100.0,0,91.166,13.78333391448086,78.28921678478177,77.48111505530174,114,Overcast,No,whitefield,"8,38,663","8,31,606","6,84,364","2,86,103","2,81,317","1,70,977",99.2%,82.3%,41.8%,98.3%,"1,10,293",39.2%,20.4%,"₹2,92,80,129",8.52,₹151.14,"16,79,399",12.97869,77.69453,8961892e55bffff
2022-02-18,koramangala,Sony World Junction,27828,31.897789927502654,1.5,92.8314014880711,100.0,3,105.656,44.33180859638493,70.3078259275672,94.24633734224832,102,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
2022-02-18,koramangala,Sarjapur Road,61164,31.36426705084971,1.5,100.0,100.0,3,172.328,10.16432317072172,69.79199492006904,84.02915464593836,86,Clear,No,koramangala,"11,69,452","11,58,300","9,94,218","5,28,008","5,15,062","3,34,904",99.1%,85.8%,53.1%,97.5%,"1,80,001",34.9%,28.6%,"₹4,45,96,808",6.97,₹128.74,"24,37,405",12.92004,77.62546,89618925c9bffff
